polygon_id,Natural_t0,Human_dominated_t0,Area_Total_t0,natural_sp_t0,human_dominated_sp_t0,Sp_Total_t0,Natural_t1,Human_dominated_t1,Area_Total_t1,natural_sp_t1,human_dominated_sp_t1,Sp_Total_t1,delta_Natural,delta_Human_dominated,delta_Area_Total,delta_natural_sp,delta_human_dominated_sp,delta_Sp_Total
4_036,1595890000,10986100000,12581990000,12,108,120,1643320000,10938670000,12581990000,31,161,192,47430000,-47430000,0,19,53,72
4_037,843330000,3886110000,4729440000,23,148,171,822430000,3907010000,4729440000,29,151,180,-20900000,20900000,0,6,3,9
4_038,2889710000,2556160000,5445870000,33,132,165,2749710000,2696160000,5445870000,26,146,172,-140000000,140000000,0,-7,14,7
4_039,7354600000,352610000,7707210000,30,166,196,7319670000,387540000,7707210000,29,137,166,-34930000,34930000,0,-1,-29,-30
4_040,12505170000,41190000,12546360000,23,136,159,12495820000,50540000,12546360000,25,133,158,-9350000,9350000,0,2,-3,-1
4_041,10164170000,921500000,11085670000,20,140,160,10069120000,1016550000,11085670000,16,120,136,-95050000,95050000,0,-4,-20,-24
4_042,3128980000,7856970000,10985950000,27,161,188,3199490000,7786460000,10985950000,31,147,178,70510000,-70510000,0,4,-14,-10
4_043,8055840000,5769550000,13825390000,31,159,190,8067590000,5757800000,13825390000,24,142,166,11750000,-11750000,0,-7,-17,-24
4_044,11398880000,6464090000,17862970000,24,147,171,11472110000,6390860000,17862970000,32,131,163,73230000,-73230000,0,8,-16,-8
4_045,11298940000,2533000000,13831940000,23,129,152,11307240000,2524700000,13831940000,26,162,188,8300000,-8300000,0,3,33,36
4_046,4175620000,5905920000,10081540000,46,146,192,4221160000,5860380000,10081540000,23,139,162,45540000,-45540000,0,-23,-7,-30
4_047,4777620000,7612030000,12389650000,30,155,185,4888440000,7501210000,12389650000,30,136,166,110820000,-110820000,0,0,-19,-19
4_048,3701270000,6985600000,10686870000,22,143,165,3937270000,6749600000,10686870000,25,148,173,236000000,-236000000,0,3,5,8
4_049,3580040000,4749130000,8329170000,36,165,201,3548550000,4780620000,8329170000,29,158,187,-31490000,31490000,0,-7,-7,-14
4_050,8971950000,1786300000,10758250000,39,183,222,8972880000,1785370000,10758250000,30,159,189,930000,-930000,0,-9,-24,-33
4_051,10123370000,156330000,10279700000,27,150,177,10117390000,162310000,10279700000,20,135,155,-5980000,5980000,0,-7,-15,-22
4_052,3493390000,4659950000,8153340000,28,123,151,3371210000,4782130000,8153340000,29,150,179,-122180000,122180000,0,1,27,28
4_053,3839410000,8967840000,12807250000,15,120,135,4078690000,8728560000,12807250000,25,138,163,239280000,-239280000,0,10,18,28
4_054,4983200000,7833680000,12816880000,29,163,192,4858470000,7958410000,12816880000,24,153,177,-124730000,124730000,0,-5,-10,-15
4_055,3598860000,2202510000,5801370000,17,126,143,3623770000,1982610000,5606380000,17,108,125,24910000,-219900000,-194990000,0,-18,-18
4_056,5525490000,20570000,5546060000,22,149,171,5523210000,22850000,5546060000,26,167,193,-2280000,2280000,0,4,18,22
4_057,11036710000,87250000,11123960000,24,160,184,10998620000,125340000,11123960000,22,137,159,-38090000,38090000,0,-2,-23,-25
4_058,8927610000,3369080000,12296690000,23,122,145,9053990000,3242700000,12296690000,26,154,180,126380000,-126380000,0,3,32,35
4_059,4862150000,6360990000,11223140000,32,146,178,4878160000,6344980000,11223140000,35,147,182,16010000,-16010000,0,3,1,4
4_060,7100310000,3867880000,10968190000,43,150,193,7201140000,3767050000,10968190000,31,151,182,100830000,-100830000,0,-12,1,-11
4_061,3754980000,7288420000,11043400000,25,153,178,3058420000,7984980000,11043400000,19,143,162,-696560000,696560000,0,-6,-10,-16
4_062,1607140000,3558160000,5165300000,28,147,175,1631170000,3534130000,5165300000,27,149,176,24030000,-24030000,0,-1,2,1
4_063,3946040000,4849630000,8795670000,25,138,163,3883130000,4912540000,8795670000,19,121,140,-62910000,62910000,0,-6,-17,-23
4_064,1611570000,12928740000,14540310000,16,131,147,1625390000,12914920000,14540310000,23,141,164,13820000,-13820000,0,7,10,17
4_065,4446750000,4474320000,8921070000,31,158,189,4388690000,4532380000,8921070000,13,108,121,-58060000,58060000,0,-18,-50,-68
4_066,6167770000,1366340000,7534110000,14,96,110,6132920000,1401190000,7534110000,38,117,155,-34850000,34850000,0,24,21,45
4_067,1156200000,3989070000,5145270000,21,134,155,1451480000,3693790000,5145270000,30,159,189,295280000,-295280000,0,9,25,34
4_068,12054010000,2237990000,14292000000,16,129,145,12035450000,2256550000,14292000000,26,147,173,-18560000,18560000,0,10,18,28
4_069,4434240000,6018380000,10452620000,23,140,163,4413770000,6038850000,10452620000,31,155,186,-20470000,20470000,0,8,15,23
4_070,5765970000,5035260000,10801230000,15,137,152,5769350000,5031880000,10801230000,23,145,168,3380000,-3380000,0,8,8,16
4_071,3518930000,6907340000,10426270000,23,150,173,3505230000,6921040000,10426270000,35,127,162,-13700000,13700000,0,12,-23,-11
4_072,9240630000,111510000,9352140000,21,146,167,9236940000,115200000,9352140000,28,155,183,-3690000,3690000,0,7,9,16
4_073,5886870000,3038600000,8925470000,27,165,192,5943710000,2981760000,8925470000,16,98,114,56840000,-56840000,0,-11,-67,-78
4_074,2190050000,8503060000,10693110000,28,149,177,2172380000,8520730000,10693110000,23,153,176,-17670000,17670000,0,-5,4,-1
4_075,7195270000,2004830000,9200100000,28,155,183,7189370000,2010730000,9200100000,16,122,138,-5900000,5900000,0,-12,-33,-45
4_076,9039470000,171980000,9211450000,25,100,125,8965780000,245670000,9211450000,30,118,148,-73690000,73690000,0,5,18,23
4_077,4628180000,4095350000,8723530000,26,145,171,4708710000,4014820000,8723530000,29,156,185,80530000,-80530000,0,3,11,14
4_078,5094370000,25770000,5120140000,23,142,165,5086920000,33220000,5120140000,39,149,188,-7450000,7450000,0,16,7,23
4_079,4796900000,5540470000,10337370000,19,141,160,5048050000,5289320000,10337370000,17,131,148,251150000,-251150000,0,-2,-10,-12
4_080,5308880000,4027200000,9336080000,32,140,172,5314910000,4021170000,9336080000,39,136,175,6030000,-6030000,0,7,-4,3
4_081,4692130000,4278350000,8970480000,26,153,179,4699900000,4270580000,8970480000,24,165,189,7770000,-7770000,0,-2,12,10
4_082,5093040000,9004850000,14097890000,19,127,146,5165910000,8931980000,14097890000,34,145,179,72870000,-72870000,0,15,18,33
4_083,6731390000,5825600000,12556990000,25,150,175,7011150000,5545840000,12556990000,37,142,179,279760000,-279760000,0,12,-8,4
4_084,5599740000,4208670000,9808410000,23,167,190,5477980000,3956790000,9434770000,29,154,183,-121760000,-251880000,-373640000,6,-13,-7
4_085,7861300000,2887040000,10748340000,33,151,184,7997700000,2750640000,10748340000,30,102,132,136400000,-136400000,0,-3,-49,-52
4_086,2026320000,5553780000,7580100000,42,105,147,1911160000,5668940000,7580100000,30,126,156,-115160000,115160000,0,-12,21,9
4_087,12454110000,7232750000,19686860000,27,164,191,12520050000,7166810000,19686860000,27,147,174,65940000,-65940000,0,0,-17,-17
4_088,5013790000,5274910000,10288700000,37,124,161,4999670000,5289030000,10288700000,15,136,151,-14120000,14120000,0,-22,12,-10
4_089,9036220000,55190000,9091410000,25,152,177,9031930000,59480000,9091410000,33,150,183,-4290000,4290000,0,8,-2,6
4_090,4078990000,1427000000,5505990000,36,121,157,4145030000,1360960000,5505990000,48,167,215,66040000,-66040000,0,12,46,58
4_091,6253260000,2827790000,9081050000,26,134,160,6521550000,2559500000,9081050000,30,121,151,268290000,-268290000,0,4,-13,-9
4_092,6285740000,4634710000,10920450000,39,91,130,6228890000,4021670000,10250560000,29,116,145,-56850000,-613040000,-669890000,-10,25,15
4_093,3026430000,7043650000,10070080000,33,112,145,2878750000,7191330000,10070080000,37,144,181,-147680000,147680000,0,4,32,36
4_094,8563940000,30240000,8594180000,28,102,130,8562180000,32000000,8594180000,21,136,157,-1760000,1760000,0,-7,34,27
4_095,16214620000,467540000,16682160000,19,134,153,16162730000,519410000,16682140000,24,149,173,-51890000,51870000,-20000,5,15,20
4_096,11117350000,3570000,11120920000,31,132,163,11104880000,16020000,11120900000,39,150,189,-12470000,12450000,-20000,8,18,26
4_097,7485510000,6948830000,14434340000,22,97,119,7638190000,6796150000,14434340000,27,149,176,152680000,-152680000,0,5,52,57
4_098,7586190000,278120000,7864310000,19,120,139,7579220000,285090000,7864310000,26,152,178,-6970000,6970000,0,7,32,39
4_099,12906420000,8180000,12914600000,16,143,159,12905810000,8790000,12914600000,28,142,170,-610000,610000,0,12,-1,11
4_100,9033690000,173080000,9206770000,23,155,178,8952620000,254150000,9206770000,29,110,139,-81070000,81070000,0,6,-45,-39
4_101,5625930000,4716040000,10341970000,44,159,203,5621190000,4720780000,10341970000,13,130,143,-4740000,4740000,0,-31,-29,-60
4_102,2214230000,2961100000,5175330000,32,140,172,2362200000,2813130000,5175330000,24,145,169,147970000,-147970000,0,-8,5,-3
4_103,10417180000,4220000,10421400000,23,153,176,10417550000,3850000,10421400000,21,150,171,370000,-370000,0,-2,-3,-5
4_104,7442420000,820030000,8262450000,44,158,202,7486200000,776250000,8262450000,29,139,168,43780000,-43780000,0,-15,-19,-34
4_105,9175790000,872020000,10047810000,19,126,145,9163160000,884650000,10047810000,28,149,177,-12630000,12630000,0,9,23,32
4_106,7615980000,3467460000,11083440000,29,155,184,7397090000,3686350000,11083440000,24,119,143,-218890000,218890000,0,-5,-36,-41
4_107,4636440000,6347270000,10983710000,17,139,156,4681160000,6302550000,10983710000,16,144,160,44720000,-44720000,0,-1,5,4
4_108,11452400000,4206980000,15659380000,21,146,167,11548470000,4110910000,15659380000,22,142,164,96070000,-96070000,0,1,-4,-3
4_109,5301980000,4784900000,10086880000,23,145,168,5371350000,4715530000,10086880000,24,151,175,69370000,-69370000,0,1,6,7
4_110,10473040000,1052860000,11525900000,26,152,178,10392650000,1133250000,11525900000,26,141,167,-80390000,80390000,0,0,-11,-11
4_111,6856420000,1297390000,8153810000,34,141,175,6842430000,1311380000,8153810000,24,152,176,-13990000,13990000,0,-10,11,1
4_112,4821250000,9507710000,14328960000,11,119,130,4826390000,9502570000,14328960000,25,130,155,5140000,-5140000,0,14,11,25
4_113,3116040000,7596630000,10712670000,23,150,173,3138770000,7573900000,10712670000,21,145,166,22730000,-22730000,0,-2,-5,-7
4_114,3664270000,4568220000,8232490000,35,151,186,3225040000,5007450000,8232490000,19,124,143,-439230000,439230000,0,-16,-27,-43
4_115,3975490000,4950620000,8926110000,19,108,127,3855200000,5070910000,8926110000,39,140,179,-120290000,120290000,0,20,32,52
4_116,10871200000,247740000,11118940000,24,148,172,10810930000,308010000,11118940000,34,133,167,-60270000,60270000,0,10,-15,-5
4_117,11718230000,4913970000,16632200000,24,135,159,11720730000,4911470000,16632200000,26,131,157,2500000,-2500000,0,2,-4,-2
4_118,973750000,9859580000,10833330000,42,113,155,807740000,10025590000,10833330000,46,137,183,-166010000,166010000,0,4,24,28
4_119,8606050000,888490000,9494540000,37,183,220,8654820000,839720000,9494540000,41,133,174,48770000,-48770000,0,4,-50,-46
4_120,6788840000,5895670000,12684510000,31,93,124,6985140000,5699370000,12684510000,33,160,193,196300000,-196300000,0,2,67,69
4_121,3479020000,5437080000,8916100000,23,154,177,3500140000,5415960000,8916100000,20,145,165,21120000,-21120000,0,-3,-9,-12
4_122,13482750000,635690000,14118440000,41,137,178,13444120000,674320000,14118440000,26,149,175,-38630000,38630000,0,-15,12,-3
4_123,7446900000,2638770000,10085670000,26,161,187,7429900000,2655770000,10085670000,31,145,176,-17000000,17000000,0,5,-16,-11
4_124,3228090000,1578760000,4806850000,14,115,129,3233050000,1573800000,4806850000,39,146,185,4960000,-4960000,0,25,31,56
4_125,2797250000,7910390000,10707640000,27,158,185,2804970000,7902670000,10707640000,24,146,170,7720000,-7720000,0,-3,-12,-15
4_126,8176570000,5650520000,13827090000,26,131,157,8251840000,5575250000,13827090000,33,90,123,75270000,-75270000,0,7,-41,-34
4_127,8069750000,9821390000,17891140000,29,167,196,7772520000,10118620000,17891140000,22,147,169,-297230000,297230000,0,-7,-20,-27
4_128,8939690000,1392210000,10331900000,33,116,149,8753340000,1578560000,10331900000,23,143,166,-186350000,186350000,0,-10,27,17
4_129,4730120000,6909950000,11640070000,20,147,167,4892890000,6747180000,11640070000,27,154,181,162770000,-162770000,0,7,7,14
4_130,9741310000,1342390000,11083700000,26,149,175,9740220000,1343450000,11083670000,20,123,143,-1090000,1060000,-30000,-6,-26,-32
4_131,3110700000,18343750000,21454450000,25,168,193,2995790000,18458660000,21454450000,17,111,128,-114910000,114910000,0,-8,-57,-65
4_132,8792070000,299560000,9091630000,34,171,205,8779710000,311920000,9091630000,28,151,179,-12360000,12360000,0,-6,-20,-26
4_133,12544910000,1573610000,14118520000,28,152,180,12518220000,1600300000,14118520000,33,153,186,-26690000,26690000,0,5,1,6
4_134,5291470000,5370290000,10661760000,37,138,175,5164660000,5497100000,10661760000,33,153,186,-126810000,126810000,0,-4,15,11
4_135,12043540000,892930000,12936470000,17,132,149,12088070000,848400000,12936470000,24,138,162,44530000,-44530000,0,7,6,13
4_136,4389810000,8447430000,12837240000,23,130,153,4232050000,8605190000,12837240000,36,97,133,-157760000,157760000,0,13,-33,-20
4_137,10726980000,371960000,11098940000,16,117,133,10676740000,422200000,11098940000,36,135,171,-50240000,50240000,0,20,18,38
4_138,4102850000,12542510000,16645360000,16,112,128,4137810000,12507550000,16645360000,28,141,169,34960000,-34960000,0,12,29,41
4_139,6837390000,3499950000,10337340000,16,131,147,6840780000,3496560000,10337340000,15,124,139,3390000,-3390000,0,-1,-7,-8
4_140,9236420000,20010000,9256430000,18,141,159,9220830000,35600000,9256430000,38,153,191,-15590000,15590000,0,20,12,32
4_141,6654070000,7076650000,13730720000,22,150,172,6648840000,7081880000,13730720000,12,112,124,-5230000,5230000,0,-10,-38,-48
4_142,11180390000,604350000,11784740000,14,125,139,11160390000,624350000,11784740000,26,146,172,-20000000,20000000,0,12,21,33
4_143,4201130000,8520870000,12722000000,16,139,155,4308740000,8413260000,12722000000,35,165,200,107610000,-107610000,0,19,26,45
4_144,8698040000,5784100000,14482140000,12,128,140,9158830000,5323310000,14482140000,40,120,160,460790000,-460790000,0,28,-8,20
4_145,2070040000,8359550000,10429590000,22,137,159,2011140000,8418450000,10429590000,31,161,192,-58900000,58900000,0,9,24,33
4_146,13238770000,6696630000,19935400000,36,137,173,13197980000,6737420000,19935400000,40,121,161,-40790000,40790000,0,4,-16,-12
4_147,4230540000,4565450000,8795990000,22,143,165,4189670000,4606320000,8795990000,31,168,199,-40870000,40870000,0,9,25,34
4_148,11173060000,3392440000,14565500000,29,152,181,10651730000,3913770000,14565500000,33,160,193,-521330000,521330000,0,4,8,12
4_149,6105010000,4237490000,10342500000,27,142,169,6149100000,4193400000,10342500000,23,148,171,44090000,-44090000,0,-4,6,2
4_150,8490070000,1732980000,10223050000,38,121,159,8277760000,1945290000,10223050000,28,146,174,-212310000,212310000,0,-10,25,15
4_151,3582070000,5919380000,9501450000,18,122,140,2674300000,6827150000,9501450000,25,130,155,-907770000,907770000,0,7,8,15
4_152,11105460000,28530000,11133990000,32,124,156,11078380000,55610000,11133990000,37,145,182,-27080000,27080000,0,5,21,26
4_153,4569140000,5883610000,10452750000,25,136,161,4558540000,5894210000,10452750000,30,152,182,-10600000,10600000,0,5,16,21
4_154,8885310000,36100000,8921410000,11,104,115,8885160000,36250000,8921410000,30,147,177,-150000,150000,0,19,43,62
4_155,2577590000,11674990000,14252580000,28,147,175,2637560000,11615020000,14252580000,46,160,206,59970000,-59970000,0,18,13,31
4_156,5685050000,6414550000,12099600000,16,130,146,5711220000,6388380000,12099600000,27,90,117,26170000,-26170000,0,11,-40,-29
4_157,3622030000,6736930000,10358960000,34,157,191,3737620000,6621340000,10358960000,23,154,177,115590000,-115590000,0,-11,-3,-14
4_158,8459950000,49690000,8509640000,21,143,164,8457940000,51700000,8509640000,37,144,181,-2010000,2010000,0,16,1,17
4_159,5724900000,10341900000,16066800000,39,148,187,6245870000,9820930000,16066800000,33,163,196,520970000,-520970000,0,-6,15,9
4_160,9740060000,49660000,9789720000,28,156,184,9737250000,52470000,9789720000,21,135,156,-2810000,2810000,0,-7,-21,-28
4_161,7544990000,5271910000,12816900000,33,154,187,8151780000,4665120000,12816900000,34,163,197,606790000,-606790000,0,1,9,10
4_162,8235100000,7412830000,15647930000,22,133,155,8223810000,7424120000,15647930000,30,136,166,-11290000,11290000,0,8,3,11
4_163,3330300000,2150640000,5480940000,24,151,175,2829940000,2651000000,5480940000,34,169,203,-500360000,500360000,0,10,18,28
4_164,7886740000,5350150000,13236890000,38,113,151,8305340000,4931550000,13236890000,21,142,163,418600000,-418600000,0,-17,29,12
4_165,10927060000,212290000,11139350000,30,152,182,10913710000,225640000,11139350000,27,147,174,-13350000,13350000,0,-3,-5,-8
4_166,11055650000,55050000,11110700000,16,128,144,11037860000,72840000,11110700000,23,139,162,-17790000,17790000,0,7,11,18
4_167,21984370000,1923970000,23908340000,21,129,150,21954050000,1954290000,23908340000,28,147,175,-30320000,30320000,0,7,18,25
4_168,3956860000,5209880000,9166740000,36,95,131,3966650000,5200090000,9166740000,21,136,157,9790000,-9790000,0,-15,41,26
4_169,8918240000,2412350000,11330590000,27,147,174,9012810000,2317780000,11330590000,28,149,177,94570000,-94570000,0,1,2,3
4_170,3545250000,7142840000,10688090000,24,134,158,3811780000,6876310000,10688090000,23,127,150,266530000,-266530000,0,-1,-7,-8
4_171,4073040000,1613310000,5686350000,37,121,158,4021620000,1664730000,5686350000,33,164,197,-51420000,51420000,0,-4,43,39
4_172,8556440000,6910000,8563350000,45,131,176,8556000000,7350000,8563350000,29,141,170,-440000,440000,0,-16,10,-6
4_173,3403050000,7059080000,10462130000,22,138,160,3403100000,7059030000,10462130000,35,141,176,50000,-50000,0,13,3,16
4_174,2308590000,6662780000,8971370000,30,165,195,2339360000,6632010000,8971370000,32,149,181,30770000,-30770000,0,2,-16,-14
4_175,13178380000,3515520000,16693900000,31,144,175,13212600000,3481300000,16693900000,28,133,161,34220000,-34220000,0,-3,-11,-14
4_176,6261590000,6439780000,12701370000,26,138,164,7076500000,5624870000,12701370000,28,150,178,814910000,-814910000,0,2,12,14
4_177,6089800000,4854440000,10944240000,28,158,186,6075820000,4868420000,10944240000,24,149,173,-13980000,13980000,0,-4,-9,-13
4_178,6502060000,3939310000,10441370000,30,168,198,6495850000,3945520000,10441370000,33,154,187,-6210000,6210000,0,3,-14,-11
4_179,7102290000,2084180000,9186470000,22,154,176,7051740000,2134730000,9186470000,28,156,184,-50550000,50550000,0,6,2,8
4_180,4382050000,778190000,5160240000,33,111,144,4314230000,846010000,5160240000,19,132,151,-67820000,67820000,0,-14,21,7
4_181,5242800000,7427710000,12670510000,18,141,159,5371820000,7298690000,12670510000,31,103,134,129020000,-129020000,0,13,-38,-25
4_182,8369760000,557290000,8927050000,27,154,181,8414340000,512710000,8927050000,14,125,139,44580000,-44580000,0,-13,-29,-42
4_183,7455430000,8645620000,16101050000,28,121,149,7667990000,8433060000,16101050000,32,116,148,212560000,-212560000,0,4,-5,-1
4_184,2834540000,1627270000,4461810000,15,138,153,3007490000,1474740000,4482230000,28,151,179,172950000,-152530000,20420000,13,13,26
4_185,14792320000,85710000,14878030000,12,132,144,14798150000,79880000,14878030000,20,115,135,5830000,-5830000,0,8,-17,-9
4_186,6583450000,6978900000,13562350000,22,158,180,6561700000,7000650000,13562350000,39,163,202,-21750000,21750000,0,17,5,22
4_187,10295870000,6338070000,16633940000,21,160,181,10006580000,6627360000,16633940000,32,120,152,-289290000,289290000,0,11,-40,-29
4_188,7577550000,3120110000,10697660000,18,126,144,7714910000,2982750000,10697660000,42,137,179,137360000,-137360000,0,24,11,35
4_189,6420620000,6071830000,12492450000,18,123,141,6415480000,6076970000,12492450000,29,113,142,-5140000,5140000,0,11,-10,1
4_190,10815510000,283380000,11098890000,26,142,168,10782890000,316000000,11098890000,35,123,158,-32620000,32620000,0,9,-19,-10
4_191,9775980000,305580000,10081560000,13,130,143,9749810000,331750000,10081560000,22,144,166,-26170000,26170000,0,9,14,23
4_192,7830090000,1246870000,9076960000,23,159,182,7790750000,1286210000,9076960000,37,138,175,-39340000,39340000,0,14,-21,-7
4_193,15076980000,512070000,15589050000,23,130,153,15063540000,525510000,15589050000,18,140,158,-13440000,13440000,0,-5,10,5
4_194,5204080000,10872750000,16076830000,32,134,166,5412890000,10663940000,16076830000,40,162,202,208810000,-208810000,0,8,28,36
4_195,5644170000,11539620000,17183790000,38,92,130,5610930000,11572860000,17183790000,35,169,204,-33240000,33240000,0,-3,77,74
4_196,1093670000,15546920000,16640590000,35,182,217,892090000,15748500000,16640590000,33,146,179,-201580000,201580000,0,-2,-36,-38
4_197,6502970000,2216300000,8719270000,25,138,163,6573480000,2145790000,8719270000,26,133,159,70510000,-70510000,0,1,-5,-4
4_198,7584080000,12706030000,20290110000,11,120,131,8125960000,12170160000,20296120000,24,147,171,541880000,-535870000,6010000,13,27,40
4_199,13620010000,455070000,14075080000,14,129,143,13587230000,487850000,14075080000,33,176,209,-32780000,32780000,0,19,47,66
4_200,3223990000,7771610000,10995600000,26,152,178,3219530000,7776070000,10995600000,15,121,136,-4460000,4460000,0,-11,-31,-42
4_201,5348110000,9185100000,14533210000,40,113,153,5171180000,9362030000,14533210000,23,144,167,-176930000,176930000,0,-17,31,14
4_202,3851080000,2247270000,6098350000,22,141,163,3832850000,2265500000,6098350000,22,135,157,-18230000,18230000,0,0,-6,-6
4_203,12334960000,86930000,12421890000,21,130,151,12330230000,91660000,12421890000,22,127,149,-4730000,4730000,0,1,-3,-2
4_204,5470720000,9066770000,14537490000,43,111,154,5591250000,8946240000,14537490000,28,154,182,120530000,-120530000,0,-15,43,28
4_205,8895840000,50130000,8945970000,25,131,156,8894740000,51230000,8945970000,29,170,199,-1100000,1100000,0,4,39,43
4_206,8016930000,3692550000,11709480000,35,141,176,8109960000,3599520000,11709480000,26,136,162,93030000,-93030000,0,-9,-5,-14
4_207,8949580000,12630000,8962210000,42,136,178,8952030000,10180000,8962210000,25,143,168,2450000,-2450000,0,-17,7,-10
4_208,3318220000,14158600000,17476820000,44,138,182,3317840000,14158980000,17476820000,24,144,168,-380000,380000,0,-20,6,-14
4_209,10588820000,942850000,11531670000,27,149,176,10554480000,977190000,11531670000,30,175,205,-34340000,34340000,0,3,26,29
4_210,2760640000,6220520000,8981160000,29,169,198,2834500000,6146660000,8981160000,40,112,152,73860000,-73860000,0,11,-57,-46
4_211,4610800000,5758970000,10369770000,26,128,154,4666790000,5702980000,10369770000,23,161,184,55990000,-55990000,0,-3,33,30
4_212,2435180000,8021940000,10457120000,16,137,153,2439130000,8017990000,10457120000,37,128,165,3950000,-3950000,0,21,-9,12
4_213,9072450000,1527130000,10599580000,30,109,139,9051090000,1548490000,10599580000,28,144,172,-21360000,21360000,0,-2,35,33
4_214,2440380000,8016000000,10456380000,16,128,144,2489700000,7966680000,10456380000,33,156,189,49320000,-49320000,0,17,28,45
4_215,4323740000,6023800000,10347540000,24,135,159,4450860000,5896680000,10347540000,15,131,146,127120000,-127120000,0,-9,-4,-13
4_216,4239280000,7917980000,12157260000,42,146,188,4345810000,7811450000,12157260000,34,139,173,106530000,-106530000,0,-8,-7,-15
4_217,4010010000,6070930000,10080940000,29,161,190,3899310000,6181630000,10080940000,29,129,158,-110700000,110700000,0,0,-32,-32
4_218,4459600000,5887970000,10347570000,44,91,135,4480480000,5867090000,10347570000,23,132,155,20880000,-20880000,0,-21,41,20
4_219,1794010000,8287310000,10081320000,27,145,172,1703640000,8377690000,10081330000,20,110,130,-90370000,90380000,10000,-7,-35,-42
4_220,10837390000,1192100000,12029490000,37,142,179,10865760000,1163730000,12029490000,46,163,209,28370000,-28370000,0,9,21,30
4_221,14830720000,14880000,14845600000,28,142,170,14831160000,14440000,14845600000,24,148,172,440000,-440000,0,-4,6,2
4_222,4441860000,861290000,5303150000,30,134,164,4569190000,733960000,5303150000,33,158,191,127330000,-127330000,0,3,24,27
4_223,6102780000,2973120000,9075900000,19,137,156,6138210000,2937690000,9075900000,45,148,193,35430000,-35430000,0,26,11,37
4_224,14121030000,1576540000,15697570000,21,153,174,13963590000,1733980000,15697570000,28,123,151,-157440000,157440000,0,7,-30,-23
4_225,8502540000,2196850000,10699390000,24,142,166,8589460000,2109930000,10699390000,28,152,180,86920000,-86920000,0,4,10,14
4_226,4460540000,9774760000,14235300000,40,93,133,4668840000,9566460000,14235300000,32,159,191,208300000,-208300000,0,-8,66,58
4_227,10318050000,48240000,10366290000,23,142,165,10298120000,68330000,10366450000,15,136,151,-19930000,20090000,160000,-8,-6,-14
4_228,4632900000,5442720000,10075620000,21,152,173,4518980000,5556640000,10075620000,41,167,208,-113920000,113920000,0,20,15,35
4_229,10921150000,452880000,11374030000,34,148,182,10897410000,476640000,11374050000,26,155,181,-23740000,23760000,20000,-8,7,-1
4_230,8281630000,4563680000,12845310000,17,146,163,8075240000,4770070000,12845310000,33,131,164,-206390000,206390000,0,16,-15,1
4_231,9914120000,1050820000,10964940000,51,134,185,9942120000,1022820000,10964940000,31,144,175,28000000,-28000000,0,-20,10,-10
4_232,7877170000,5521000000,13398170000,34,134,168,7910690000,5487480000,13398170000,34,156,190,33520000,-33520000,0,0,22,22
4_233,4987030000,9196260000,14183290000,27,96,123,4983640000,9199650000,14183290000,30,153,183,-3390000,3390000,0,3,57,60
4_234,7138280000,3704680000,10842960000,29,158,187,7385100000,3457860000,10842960000,17,130,147,246820000,-246820000,0,-12,-28,-40
4_235,13128040000,1566460000,14694500000,28,134,162,13075110000,1619390000,14694500000,8,92,100,-52930000,52930000,0,-20,-42,-62
4_236,4025480000,6316410000,10341890000,24,150,174,4138690000,6203200000,10341890000,35,151,186,113210000,-113210000,0,11,1,12
4_237,9042060000,958680000,10000740000,34,156,190,9027270000,973470000,10000740000,23,130,153,-14790000,14790000,0,-11,-26,-37
4_238,5881140000,15788560000,21669700000,43,114,157,5961080000,15708620000,21669700000,37,152,189,79940000,-79940000,0,-6,38,32
4_239,3354300000,7330220000,10684520000,25,136,161,3441510000,7244420000,10685930000,22,146,168,87210000,-85800000,1410000,-3,10,7
4_240,6537240000,8603710000,15140950000,26,144,170,6777840000,8363110000,15140950000,36,142,178,240600000,-240600000,0,10,-2,8
4_241,6258830000,2044100000,8302930000,42,99,141,6277640000,2025290000,8302930000,37,119,156,18810000,-18810000,0,-5,20,15
4_242,3539580000,4602040000,8141620000,29,158,187,3555140000,4586480000,8141620000,21,147,168,15560000,-15560000,0,-8,-11,-19
4_243,5981950000,6489370000,12471320000,24,145,169,5688600000,6664310000,12352910000,22,127,149,-293350000,174940000,-118410000,-2,-18,-20
4_244,6843190000,2584650000,9427840000,21,147,168,7030250000,2442480000,9472730000,20,125,145,187060000,-142170000,44890000,-1,-22,-23
4_245,3687370000,1176320000,4863690000,24,120,144,3687240000,1176450000,4863690000,23,117,140,-130000,130000,0,-1,-3,-4
4_246,12385200000,662610000,13047810000,33,161,194,12354680000,693130000,13047810000,35,152,187,-30520000,30520000,0,2,-9,-7
4_247,14188590000,458310000,14646900000,19,142,161,14088550000,558350000,14646900000,14,136,150,-100040000,100040000,0,-5,-6,-11
4_248,4963200000,7021330000,11984530000,25,137,162,4917480000,7067050000,11984530000,51,122,173,-45720000,45720000,0,26,-15,11
4_249,7662850000,1018980000,8681830000,27,150,177,7664680000,1017150000,8681830000,25,140,165,1830000,-1830000,0,-2,-10,-12
4_250,7129230000,2117890000,9247120000,26,153,179,7312890000,1934230000,9247120000,28,163,191,183660000,-183660000,0,2,10,12
4_251,1930420000,8877440000,10807860000,19,130,149,1976060000,8831800000,10807860000,25,144,169,45640000,-45640000,0,6,14,20
