cell50x50,SR_natural_ebba1,SR_human_dominated_ebba1,SR_natural_ebba2,SR_human_dominated_ebba2,deltaSR_bird_natural,deltaSR_bird_human_dominated,SR_natural_m_b2000,SR_human_dominated_m_b2000,SR_natural_m_a2015,SR_human_dominated_m_a2015,deltaSR_mammal_natural,deltaSR_mammal_human_dominated
34UCD1,19,133,20,133,1,0,4,30,1,22,-3,-8
34UCD2,19,134,21,137,2,3,2,13,2,15,0,2
34UCD3,18,141,21,143,3,2,2,19,1,9,-1,-10
34UCD4,20,148,19,147,-1,-1,2,7,NA,17,NA,10
34UCE1,19,139,19,132,0,-7,2,13,1,19,-1,6
34UCE2,19,140,20,138,1,-2,4,18,1,12,-3,-6
34UCE3,18,139,19,144,1,5,3,24,2,17,-1,-7
34UCE4,21,141,22,143,1,2,3,19,1,18,-2,-1
34UCF1,22,137,23,134,1,-3,2,19,2,28,0,9
34UCF2,20,136,24,141,4,5,1,21,3,39,2,18
34UCF4,24,149,21,140,-3,-9,1,4,2,26,1,22
34UCU1,16,112,18,120,2,8,NA,1,NA,15,NA,14
34UCU2,23,147,22,130,-1,-17,1,7,5,23,4,16
34UCU3,21,132,21,124,0,-8,NA,1,3,16,NA,15
34UCU4,19,140,19,134,0,-6,1,10,2,20,1,10
34UCV1,25,137,24,124,-1,-13,1,1,5,21,4,20
34UCV2,25,142,26,135,1,-7,NA,NA,4,25,NA,NA
34UCV3,25,117,22,125,-3,8,6,20,3,17,-3,-3
34UCV4,27,138,26,124,-1,-14,NA,1,8,38,NA,37
34UDA1,18,136,18,126,0,-10,4,18,3,22,-1,4
34UDA2,21,129,23,132,2,3,3,31,5,34,2,3
34UDA3,19,141,22,141,3,0,NA,4,4,16,NA,12
34UDA4,21,135,22,130,1,-5,4,10,3,20,-1,10
34UDB1,18,137,20,136,2,-1,3,19,NA,7,NA,-12
34UDB2,17,139,19,139,2,0,5,13,2,11,-3,-2
34UDB3,18,141,20,138,2,-3,1,9,5,25,4,16
34UDB4,18,147,20,139,2,-8,4,27,4,19,0,-8
34UDC1,18,140,18,137,0,-3,4,7,3,22,-1,15
34UDC2,18,143,19,135,1,-8,4,21,2,16,-2,-5
34UDC3,18,138,24,143,6,5,4,24,3,32,-1,8
34UDC4,18,142,18,136,0,-6,1,20,2,23,1,3
34UDD1,16,133,19,139,3,6,3,17,2,3,-1,-14
34UDD2,19,146,19,139,0,-7,1,10,1,10,0,0
34UDD3,15,126,16,132,1,6,1,7,NA,7,NA,0
34UDD4,18,144,21,138,3,-6,3,23,1,17,-2,-6
34UDE1,19,137,21,134,2,-3,2,15,2,16,0,1
34UDE2,18,134,18,134,0,0,3,25,NA,14,NA,-11
34UDE3,24,143,23,139,-1,-4,2,11,2,23,0,12
34UDE4,21,141,20,136,-1,-5,2,11,2,12,0,1
34UDF1,25,142,21,138,-4,-4,NA,NA,2,10,NA,NA
34UDF2,20,139,21,141,1,2,2,5,NA,17,NA,12
34UDF3,23,157,21,136,-2,-21,NA,NA,2,24,NA,NA
34UDF4,21,145,20,139,-1,-6,1,3,1,22,0,19
34UDG4,12,111,12,111,0,0,NA,1,NA,13,NA,12
34UDU1,26,139,22,127,-4,-12,NA,NA,2,19,NA,NA
34UDU2,15,128,16,126,1,-2,1,NA,NA,12,NA,NA
34UDU3,24,140,22,126,-2,-14,1,2,5,27,4,25
34UDU4,16,118,22,134,6,16,4,13,6,29,2,16
34UDV1,21,117,24,134,3,17,7,27,6,26,-1,-1
34UDV2,21,116,20,119,-1,3,4,9,5,22,1,13
34UDV3,25,134,23,123,-2,-11,6,29,3,24,-3,-5
34UDV4,25,128,21,119,-4,-9,NA,1,NA,14,NA,13
34UEA1,17,140,20,134,3,-6,NA,11,2,10,NA,-1
34UEA2,19,131,20,128,1,-3,NA,8,4,19,NA,11
34UEA3,16,145,20,142,4,-3,2,6,3,22,1,16
34UEA4,17,132,18,125,1,-7,1,23,5,28,4,5
34UEB1,19,139,19,137,0,-2,NA,2,3,12,NA,10
34UEB2,18,140,18,136,0,-4,4,22,2,19,-2,-3
34UEB3,16,150,19,147,3,-3,3,17,3,15,0,-2
34UEB4,22,152,18,138,-4,-14,1,18,3,26,2,8
34UEC1,18,145,21,147,3,2,5,23,3,31,-2,8
34UEC2,19,145,20,145,1,0,3,19,4,36,1,17
34UEC3,18,136,20,142,2,6,3,18,1,13,-2,-5
34UEC4,19,144,20,145,1,1,6,21,NA,16,NA,-5
34UED1,18,140,19,144,1,4,3,6,NA,6,NA,0
34UED2,18,145,21,150,3,5,1,19,3,22,2,3
34UED3,18,150,20,148,2,-2,2,17,2,25,0,8
34UED4,16,146,17,138,1,-8,2,15,3,20,1,5
34UEE1,24,146,23,144,-1,-2,4,23,1,15,-3,-8
34UEE2,19,139,20,139,1,0,3,11,3,16,0,5
34UEE3,20,141,23,140,3,-1,4,18,2,13,-2,-5
34UEE4,20,158,24,148,4,-10,3,6,2,19,-1,13
34UEF1,21,141,22,144,1,3,NA,NA,NA,2,NA,NA
34UEF2,18,138,20,139,2,1,3,13,2,10,-1,-3
34UEF3,17,124,19,133,2,9,NA,NA,NA,5,NA,NA
34UEF4,21,145,24,140,3,-5,NA,9,2,9,NA,0
34UEG1,21,146,23,148,2,2,NA,1,NA,14,NA,13
34UEG2,28,156,24,162,-4,6,1,6,2,20,1,14
34UEG3,24,146,21,135,-3,-11,NA,NA,NA,7,NA,NA
34UEG4,19,137,27,149,8,12,NA,NA,3,18,NA,NA
34UEU1,20,135,24,132,4,-3,NA,2,2,9,NA,7
34UEU2,24,135,20,137,-4,2,NA,NA,2,17,NA,NA
34UEU3,23,146,24,144,1,-2,NA,16,1,17,NA,1
34UEU4,16,123,20,126,4,3,NA,NA,1,2,NA,NA
34UEV1,18,114,20,117,2,3,2,22,2,18,0,-4
34UEV2,19,121,20,118,1,-3,NA,NA,NA,15,NA,NA
34UEV3,22,131,21,118,-1,-13,5,22,3,22,-2,0
34UEV4,25,142,24,130,-1,-12,1,3,NA,10,NA,7
34UFA1,20,140,22,144,2,4,2,19,2,13,0,-6
34UFA2,23,145,21,131,-2,-14,4,19,3,14,-1,-5
34UFA3,21,160,22,155,1,-5,2,24,1,10,-1,-14
34UFA4,24,163,22,137,-2,-26,4,32,6,36,2,4
34UFB1,18,140,18,148,0,8,4,24,2,22,-2,-2
34UFB2,17,143,22,145,5,2,3,30,4,19,1,-11
34UFB3,22,161,20,157,-2,-4,4,18,5,18,1,0
34UFB4,21,158,19,147,-2,-11,3,19,3,16,0,-3
34UFC1,17,144,19,142,2,-2,3,9,3,17,0,8
34UFC2,24,154,19,147,-5,-7,4,17,NA,16,NA,-1
34UFC3,18,145,24,153,6,8,1,3,1,21,0,18
34UFC4,25,164,24,155,-1,-9,4,30,5,22,1,-8
34UFD1,20,148,22,148,2,0,2,20,3,19,1,-1
34UFD2,16,141,20,143,4,2,2,12,2,17,0,5
34UFD3,27,158,23,152,-4,-6,8,32,4,19,-4,-13
34UFD4,24,153,24,156,0,3,14,53,5,25,-9,-28
34UFE1,25,144,24,138,-1,-6,4,21,4,24,0,3
34UFE2,23,158,24,155,1,-3,5,32,7,32,2,0
34UFE3,23,149,26,154,3,5,5,27,4,20,-1,-7
34UFE4,20,143,23,150,3,7,7,16,1,12,-6,-4
34UFF1,16,148,16,132,0,-16,NA,NA,NA,9,NA,NA
34UFF2,21,145,23,141,2,-4,4,21,3,19,-1,-2
34UFF3,17,138,25,146,8,8,1,1,3,26,2,25
34UFF4,25,151,22,148,-3,-3,3,10,3,23,0,13
34UFG1,18,137,22,139,4,2,NA,NA,1,12,NA,NA
34UFG2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
34UFG3,13,122,14,119,1,-3,NA,NA,NA,10,NA,NA
34UFG4,16,115,17,119,1,4,NA,NA,NA,8,NA,NA
34UFU1,14,131,20,126,6,-5,3,26,1,14,-2,-12
34UFU2,16,130,19,134,3,4,3,26,NA,6,NA,-20
34UFU4,17,122,21,126,4,4,3,21,5,23,2,2
34UFV1,24,134,19,117,-5,-17,5,28,5,18,0,-10
34UFV2,21,110,18,114,-3,4,3,30,9,33,6,3
34UGU2,21,114,20,110,-1,-4,3,21,3,19,0,-2
34VCL3,29,122,28,127,-1,5,3,18,5,33,2,15
34VCM3,30,130,33,137,3,7,4,19,5,29,1,10
34VCM4,33,130,36,139,3,9,5,25,5,35,0,10
34VCQ3,NA,NA,NA,NA,NA,NA,3,14,5,21,2,7
34VCR3,27,107,25,98,-2,-9,2,5,6,17,4,12
34VCR4,NA,NA,NA,NA,NA,NA,4,8,6,22,2,14
34VDH3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
34VDH4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
34VDR1,36,124,34,130,-2,6,6,10,6,31,0,21
34VDR2,35,117,32,118,-3,1,4,6,5,21,1,15
34VDR3,36,130,38,135,2,5,8,13,5,32,-3,19
34VEH1,22,141,27,150,5,9,NA,NA,1,6,NA,NA
34VEH2,23,154,27,145,4,-9,NA,3,2,15,NA,12
34VEH3,19,136,25,134,6,-2,NA,NA,NA,1,NA,NA
34VEH4,21,146,20,126,-1,-20,NA,1,NA,10,NA,9
34VEJ2,19,128,26,144,7,16,NA,NA,NA,4,NA,NA
34VEJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
34VEJ4,18,133,23,136,5,3,NA,NA,NA,3,NA,NA
34VEK4,20,112,28,131,8,19,3,19,2,16,-1,-3
34VEM3,37,139,39,138,2,-1,4,13,7,28,3,15
34VEN1,38,134,41,140,3,6,6,19,7,24,1,5
34VEN2,37,134,41,144,4,10,3,6,6,22,3,16
34VEN3,28,136,31,150,3,14,6,15,5,19,-1,4
34VEN4,29,137,37,143,8,6,4,19,7,29,3,10
34VEP1,42,146,45,152,3,6,5,8,6,15,1,7
34VEP2,40,147,43,153,3,6,4,18,6,22,2,4
34VEP3,27,120,29,140,2,20,2,8,7,15,5,7
34VEP4,30,133,33,145,3,12,8,19,5,21,-3,2
34VEQ1,42,141,43,145,1,4,3,8,6,16,3,8
34VEQ2,40,139,44,149,4,10,5,9,7,20,2,11
34VEQ3,26,124,31,136,5,12,6,16,5,16,-1,0
34VEQ4,27,118,29,138,2,20,3,8,6,15,3,7
34VER2,38,126,40,144,2,18,4,9,4,21,0,12
34VER3,35,132,42,146,7,14,1,5,3,10,2,5
34VER4,36,124,45,146,9,22,4,7,7,15,3,8
34VFH1,17,124,21,136,4,12,NA,NA,NA,2,NA,NA
34VFH2,17,133,19,125,2,-8,NA,NA,NA,13,NA,NA
34VFH3,19,133,21,135,2,2,NA,NA,NA,1,NA,NA
34VFH4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
34VFJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
34VFJ2,23,148,29,148,6,0,NA,NA,NA,6,NA,NA
34VFJ4,24,147,25,143,1,-4,NA,NA,NA,5,NA,NA
34VFK1,29,140,31,130,2,-10,6,24,4,24,-2,0
34VFK3,33,150,37,154,4,4,6,25,6,31,0,6
34VFK4,23,125,26,135,3,10,NA,9,2,19,NA,10
34VFL1,22,113,22,113,0,0,7,19,4,18,-3,-1
34VFL2,34,145,29,150,-5,5,5,25,5,30,0,5
34VFL3,25,137,30,147,5,10,6,26,6,30,0,4
34VFL4,29,148,28,151,-1,3,8,27,6,35,-2,8
34VFM1,32,144,35,145,3,1,7,27,9,28,2,1
34VFM2,35,136,37,136,2,0,6,26,6,15,0,-11
34VFN1,28,134,28,140,0,6,9,23,8,29,-1,6
34VFN2,27,130,28,137,1,7,6,24,7,26,1,2
34VFP1,28,123,29,139,1,16,7,13,9,20,2,7
34VFP2,29,132,31,153,2,21,8,20,7,23,-1,3
34VFQ1,30,126,30,139,0,13,5,11,6,14,1,3
34VFQ2,28,122,31,138,3,16,6,17,7,16,1,-1
34VFR1,35,133,39,145,4,12,8,14,7,16,-1,2
34VFR2,30,127,34,137,4,10,5,15,4,11,-1,-4
34VXH2,NA,NA,NA,NA,NA,NA,2,8,4,19,2,11
34WCS3,28,106,27,107,-1,1,3,2,6,17,3,15
34WCS4,26,106,23,91,-3,-15,2,NA,4,10,2,NA
34WCT3,28,99,24,91,-4,-8,2,1,6,8,4,7
34WCT4,NA,NA,NA,NA,NA,NA,1,1,5,6,4,5
34WCU3,NA,NA,NA,NA,NA,NA,4,3,3,5,-1,2
34WCU4,NA,NA,NA,NA,NA,NA,1,1,4,4,3,3
34WCV4,NA,NA,NA,NA,NA,NA,5,1,5,7,0,6
34WDA1,NA,NA,NA,NA,NA,NA,9,11,8,12,-1,1
34WDA2,NA,NA,NA,NA,NA,NA,5,6,5,10,0,4
34WDA3,34,88,22,55,-12,-33,5,3,6,6,1,3
34WDA4,NA,NA,NA,NA,NA,NA,9,14,7,13,-2,-1
34WDB1,38,87,33,90,-5,3,10,13,9,17,-1,4
34WDB2,27,74,18,72,-9,-2,10,9,11,12,1,3
34WDB3,34,78,31,91,-3,13,9,11,9,11,0,0
34WDB4,27,62,23,65,-4,3,5,4,4,3,-1,-1
34WDC2,34,79,34,97,0,18,7,13,9,16,2,3
34WDC3,25,54,21,49,-4,-5,6,6,5,5,-1,-1
34WDC4,21,74,20,62,-1,-12,4,7,9,11,5,4
34WDS1,28,109,28,98,0,-11,4,1,5,16,1,15
34WDS2,27,106,23,101,-4,-5,4,6,7,16,3,10
34WDS3,26,116,26,122,0,6,4,11,6,21,2,10
34WDS4,31,118,33,121,2,3,3,2,7,20,4,18
34WDT1,28,101,26,100,-2,-1,8,7,5,11,-3,4
34WDT2,29,105,30,114,1,9,6,7,3,15,-3,8
34WDT3,NA,NA,NA,NA,NA,NA,5,7,6,11,1,4
34WDT4,28,106,20,93,-8,-13,2,3,7,11,5,8
34WDU1,NA,NA,NA,NA,NA,NA,8,10,6,13,-2,3
34WDU2,28,96,18,69,-10,-27,2,1,4,8,2,7
34WDU3,NA,NA,NA,NA,NA,NA,4,5,5,14,1,9
34WDU4,27,100,27,98,0,-2,5,7,6,12,1,5
34WDV1,NA,NA,NA,NA,NA,NA,9,6,6,6,-3,0
34WDV2,31,91,26,85,-5,-6,5,5,8,8,3,3
34WDV3,33,94,28,87,-5,-7,9,10,7,12,-2,2
34WDV4,NA,NA,NA,NA,NA,NA,8,10,5,11,-3,1
34WEA1,35,90,22,65,-13,-25,6,5,5,6,-1,1
34WEA2,27,87,28,81,1,-6,10,11,3,8,-7,-3
34WEA3,NA,NA,NA,NA,NA,NA,6,8,4,5,-2,-3
34WEA4,29,88,18,69,-11,-19,2,3,3,5,1,2
34WEB1,NA,NA,NA,NA,NA,NA,3,2,6,2,3,0
34WEB2,32,80,29,84,-3,4,2,1,6,2,4,1
34WEB3,25,69,18,59,-7,-10,6,7,4,5,-2,-2
34WEB4,26,74,25,71,-1,-3,9,10,5,4,-4,-6
34WEC1,NA,NA,NA,NA,NA,NA,3,6,8,11,5,5
34WEC2,NA,NA,NA,NA,NA,NA,7,6,8,9,1,3
34WEC3,NA,NA,NA,NA,NA,NA,8,11,10,11,2,0
34WEC4,21,48,22,59,1,11,8,9,9,6,1,-3
34WED2,NA,NA,NA,NA,NA,NA,4,2,4,NA,0,NA
34WED4,NA,NA,NA,NA,NA,NA,6,5,4,5,-2,0
34WES1,30,112,30,118,0,6,2,4,4,14,2,10
34WES2,31,114,33,121,2,7,3,6,6,19,3,13
34WET1,NA,NA,NA,NA,NA,NA,5,10,7,18,2,8
34WET2,NA,NA,NA,NA,NA,NA,1,5,5,11,4,6
34WET3,34,116,35,124,1,8,4,9,6,23,2,14
34WEU1,NA,NA,NA,NA,NA,NA,2,1,6,10,4,9
34WEU2,NA,NA,NA,NA,NA,NA,2,4,8,19,6,15
34WEU3,NA,NA,NA,NA,NA,NA,3,2,6,10,3,8
34WEU4,33,114,29,112,-4,-2,4,6,5,18,1,12
34WEV1,26,91,21,73,-5,-18,2,NA,4,10,2,NA
34WEV2,NA,NA,NA,NA,NA,NA,2,2,5,10,3,8
34WEV3,29,90,19,90,-10,0,1,1,4,10,3,9
34WEV4,NA,NA,NA,NA,NA,NA,3,1,3,7,0,6
34WFA1,32,97,40,111,8,14,9,6,6,5,-3,-1
34WFA2,35,91,37,112,2,21,9,11,5,8,-4,-3
34WFB2,25,75,26,71,1,-4,2,1,3,1,1,0
34WFS2,39,127,41,142,2,15,5,6,6,10,1,4
34WFU1,31,113,35,115,4,2,4,10,5,13,1,3
34WFU2,NA,NA,NA,NA,NA,NA,3,3,5,18,2,15
34WFV1,34,100,38,109,4,9,6,9,7,8,1,-1
34WFV2,33,108,33,117,0,9,1,5,6,8,5,3
35SKB3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA
35SKC4,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,7
35SKE4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
35TKE3,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1
35TKF3,22,129,23,122,1,-7,NA,NA,1,15,NA,NA
35TKF4,25,149,18,123,-7,-26,NA,NA,NA,7,NA,NA
35TKG3,NA,NA,NA,NA,NA,NA,3,23,1,7,-2,-16
35TKG4,20,108,19,119,-1,11,3,21,1,13,-2,-8
35TKH3,12,100,13,122,1,22,1,21,NA,7,NA,-14
35TKH4,16,125,17,128,1,3,2,17,1,6,-1,-11
35TKJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
35TKJ4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
35TKK3,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2
35TKK4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
35TKL3,15,106,17,119,2,13,NA,NA,NA,7,NA,NA
35TKL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
35TLF1,18,128,19,117,1,-11,1,10,NA,9,NA,-1
35TLF2,28,163,19,123,-9,-40,NA,2,NA,10,NA,8
35TLF3,17,129,15,128,-2,-1,NA,15,1,4,NA,-11
35TLF4,18,140,14,116,-4,-24,NA,2,1,12,NA,10
35TLG1,NA,NA,NA,NA,NA,NA,2,22,1,12,-1,-10
35TLG2,22,135,22,128,0,-7,3,22,1,7,-2,-15
35TLG3,NA,NA,NA,NA,NA,NA,NA,16,1,20,NA,4
35TLG4,22,139,22,136,0,-3,NA,12,3,13,NA,1
35TLH1,NA,NA,NA,NA,NA,NA,NA,14,1,16,NA,2
35TLH2,24,147,23,149,-1,2,2,21,2,19,0,-2
35TLH3,NA,NA,NA,NA,NA,NA,1,14,2,9,1,-5
35TLH4,22,134,23,130,1,-4,1,21,1,19,0,-2
35TLJ2,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,4
35TLJ3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0
35TLJ4,NA,NA,NA,NA,NA,NA,NA,6,NA,8,NA,2
35TLK1,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
35TLK3,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,0
35TLK4,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2
35TLL1,NA,NA,NA,NA,NA,NA,NA,1,2,13,NA,12
35TLL2,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA
35TLL3,NA,NA,NA,NA,NA,NA,NA,1,1,13,NA,12
35TLL4,17,93,19,108,2,15,1,1,2,22,1,21
35TLM1,22,129,19,127,-3,-2,NA,1,NA,8,NA,7
35TLM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
35TLM3,21,121,18,115,-3,-6,NA,3,3,14,NA,11
35TLM4,23,121,25,126,2,5,NA,NA,5,28,NA,NA
35TLN1,14,88,13,91,-1,3,NA,NA,6,30,NA,NA
35TLN2,NA,NA,NA,NA,NA,NA,2,13,NA,2,NA,-11
35TLN3,12,72,15,85,3,13,1,2,3,16,2,14
35TLN4,13,84,15,88,2,4,NA,2,1,10,NA,8
35TMF1,18,126,17,126,-1,0,NA,15,1,9,NA,-6
35TMF2,31,166,23,151,-8,-15,NA,NA,1,11,NA,NA
35TMF3,8,82,9,91,1,9,NA,NA,NA,1,NA,NA
35TMG1,NA,NA,NA,NA,NA,NA,NA,7,1,10,NA,3
35TMG2,20,136,20,138,0,2,NA,16,3,18,NA,2
35TMG3,14,118,13,128,-1,10,1,28,1,10,0,-18
35TMG4,12,99,12,120,0,21,NA,2,NA,4,NA,2
35TMH1,11,105,14,117,3,12,2,19,NA,5,NA,-14
35TMH2,22,138,17,141,-5,3,2,14,NA,11,NA,-3
35TMH3,18,132,15,125,-3,-7,2,16,NA,5,NA,-11
35TMH4,18,134,21,142,3,8,2,23,NA,6,NA,-17
35TMJ1,17,119,19,129,2,10,NA,9,1,10,NA,1
35TMJ2,26,157,18,133,-8,-24,NA,18,NA,9,NA,-9
35TMJ3,18,133,22,143,4,10,NA,2,1,4,NA,2
35TMJ4,10,120,11,111,1,-9,1,20,1,2,0,-18
35TMK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
35TMK2,12,99,17,111,5,12,NA,5,NA,11,NA,6
35TMK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
35TMK4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
35TML1,16,112,16,112,0,0,NA,1,2,13,NA,12
35TML2,11,76,14,91,3,15,NA,NA,1,11,NA,NA
35TML3,16,110,14,93,-2,-17,NA,NA,5,11,NA,NA
35TML4,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,6
35TMM1,13,85,18,90,5,5,NA,NA,NA,4,NA,NA
35TMM2,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
35TMM3,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA
35TMM4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
35TMN1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
35TMN2,15,101,13,101,-2,0,NA,NA,NA,7,NA,NA
35TMN3,13,89,15,109,2,20,NA,NA,NA,9,NA,NA
35TMN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
35TNG1,27,157,25,146,-2,-11,1,19,2,13,1,-6
35TNG2,NA,NA,NA,NA,NA,NA,NA,8,3,10,NA,2
35TNG3,25,140,21,147,-4,7,1,27,2,29,1,2
35TNG4,NA,NA,NA,NA,NA,NA,2,13,NA,4,NA,-9
35TNH1,20,139,16,128,-4,-11,1,19,NA,12,NA,-7
35TNH2,35,168,27,162,-8,-6,2,20,1,13,-1,-7
35TNH3,28,157,20,147,-8,-10,1,16,NA,9,NA,-7
35TNH4,23,136,21,151,-2,15,NA,6,1,4,NA,-2
35TNJ1,23,143,25,149,2,6,2,29,1,8,-1,-21
35TNJ2,8,124,8,104,0,-20,1,15,NA,2,NA,-13
35TNJ3,NA,NA,NA,NA,NA,NA,1,29,2,19,1,-10
35TNJ4,11,117,14,126,3,9,2,28,NA,5,NA,-23
35TNK1,11,90,14,99,3,9,NA,NA,NA,2,NA,NA
35TNK2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
35TNK3,NA,NA,NA,NA,NA,NA,NA,11,1,11,NA,0
35TNK4,NA,NA,NA,NA,NA,NA,2,22,2,14,0,-8
35TNL1,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
35TNL2,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
35TNL3,22,141,20,131,-2,-10,NA,2,NA,2,NA,0
35TNL4,NA,NA,NA,NA,NA,NA,1,24,2,12,1,-12
35TNM1,8,84,7,95,-1,11,NA,NA,NA,NA,NA,NA
35TNM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
35TNM3,11,98,15,118,4,20,NA,NA,NA,4,NA,NA
35TNM4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
35TNN1,21,134,21,125,0,-9,NA,1,NA,2,NA,1
35TNN2,15,114,20,126,5,12,NA,NA,1,11,NA,NA
35TNN4,19,129,17,118,-2,-11,NA,NA,NA,9,NA,NA
35TPJ1,NA,NA,NA,NA,NA,NA,3,25,1,15,-2,-10
35TPJ2,17,138,22,137,5,-1,1,19,1,11,0,-8
35TPK1,24,135,22,133,-2,-2,5,32,3,18,-2,-14
35TPK2,NA,NA,NA,NA,NA,NA,2,13,2,22,0,9
35TPK3,24,123,23,124,-1,1,2,27,2,8,0,-19
35TPK4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
35TPL2,19,131,28,142,9,11,2,33,3,19,1,-14
35TPL4,24,123,27,135,3,12,2,26,1,18,-1,-8
35TQK1,NA,NA,NA,NA,NA,NA,1,16,1,8,0,-8
35TQL2,NA,NA,NA,NA,NA,NA,NA,23,1,11,NA,-12
35ULA1,21,150,24,143,3,-7,NA,1,2,20,NA,19
35ULA2,19,139,23,137,4,-2,NA,NA,4,17,NA,NA
35ULA3,18,135,22,148,4,13,NA,2,5,24,NA,22
35ULA4,21,141,24,151,3,10,NA,NA,1,12,NA,NA
35ULB1,16,122,20,128,4,6,NA,NA,1,11,NA,NA
35ULB2,16,133,17,123,1,-10,NA,NA,NA,9,NA,NA
35ULB3,18,140,19,132,1,-8,NA,NA,1,12,NA,NA
35ULB4,18,138,19,129,1,-9,NA,NA,2,15,NA,NA
35ULP2,16,98,17,103,1,5,2,16,6,33,4,17
35ULP4,15,104,15,104,0,0,1,4,5,30,4,26
35ULR1,17,139,19,143,2,4,NA,7,1,7,NA,0
35ULS2,18,144,16,135,-2,-9,2,13,1,26,-1,13
35ULV1,19,134,24,150,5,16,NA,NA,NA,8,NA,NA
35ULV3,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
35UMA1,19,137,26,145,7,8,NA,NA,1,12,NA,NA
35UMA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
35UMA3,22,147,25,149,3,2,NA,NA,NA,8,NA,NA
35UMB1,19,136,27,144,8,8,NA,1,4,18,NA,17
35UMB2,21,142,27,155,6,13,NA,1,2,23,NA,22
35UMB3,19,145,29,153,10,8,NA,NA,NA,8,NA,NA
35UMB4,19,142,27,158,8,16,NA,NA,1,9,NA,NA
35UMP2,NA,NA,NA,NA,NA,NA,1,2,1,16,0,14
35UMP4,19,122,16,125,-3,3,1,4,NA,NA,NA,NA
35UMV1,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA
35UNB1,26,140,29,157,3,17,NA,NA,1,4,NA,NA
35UNP2,17,126,13,116,-4,-10,NA,NA,NA,3,NA,NA
35VLC1,19,116,21,132,2,16,NA,NA,NA,3,NA,NA
35VLC2,14,115,19,124,5,9,NA,NA,NA,4,NA,NA
35VLC3,20,128,23,138,3,10,NA,NA,NA,1,NA,NA
35VLC4,18,128,23,137,5,9,NA,NA,2,6,NA,NA
35VLD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
35VLD2,22,141,28,144,6,3,NA,NA,NA,10,NA,NA
35VLD3,20,130,23,140,3,10,NA,NA,NA,5,NA,NA
35VLD4,20,133,23,136,3,3,NA,NA,3,10,NA,NA
35VLE3,32,147,31,151,-1,4,9,28,6,33,-3,5
35VLE4,32,144,29,147,-3,3,7,26,6,35,-1,9
35VLF3,31,149,30,143,-1,-6,9,26,7,36,-2,10
35VLF4,19,124,23,131,4,7,8,26,7,36,-1,10
35VLG3,37,145,41,153,4,8,12,37,11,36,-1,-1
35VLG4,NA,NA,NA,NA,NA,NA,6,20,6,21,0,1
35VLH3,31,139,31,146,0,7,10,29,9,27,-1,-2
35VLH4,31,133,30,148,-1,15,11,29,8,28,-3,-1
