"X","STUDY_ID","DAY","MONTH","YEAR","SAMPLE_DESC","PLOT","ID_SPECIES","LATITUDE","LONGITUDE","sum.allrawdata.ABUNDANCE","sum.allrawdata.BIOMASS","GENUS","SPECIES","GENUS_SPECIES","CLASS"
8312400,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,3967,63.41667,10.5,1,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312401,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312402,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4254,63.41667,10.5,13,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312403,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4255,63.41667,10.5,9,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312404,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4310,63.41667,10.5,12,0,"Prunella","modularis","Prunella modularis","Aves"
8312405,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4364,63.41667,10.5,3,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312406,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4370,63.41667,10.5,12,0,"Regulus","regulus","Regulus regulus","Aves"
8312408,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4517,63.41667,10.5,2,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312409,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4519,63.41667,10.5,11,0,"Turdus","merula","Turdus merula","Aves"
8312410,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,4521,63.41667,10.5,15,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312411,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,45223,63.41667,10.5,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312413,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312414,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,45727,63.41667,10.5,2,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312416,475,NA,NA,1960,"63.25_10.3_1960_195-385m",NA,45921,63.41667,10.5,10,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312423,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,3765,63.41667,10.5,1,0,"Carduelis","chloris","Carduelis chloris","Aves"
8312424,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,3770,63.41667,10.5,6,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312425,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,3929,63.41667,10.5,16,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312426,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,3959,63.41667,10.5,14,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312427,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,3967,63.41667,10.5,2,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312428,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312429,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4254,63.41667,10.5,11,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312430,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4255,63.41667,10.5,6,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312431,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4310,63.41667,10.5,10,0,"Prunella","modularis","Prunella modularis","Aves"
8312432,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4364,63.41667,10.5,4,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312433,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4370,63.41667,10.5,10,0,"Regulus","regulus","Regulus regulus","Aves"
8312434,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4517,63.41667,10.5,4,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312435,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4519,63.41667,10.5,9,0,"Turdus","merula","Turdus merula","Aves"
8312436,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,4521,63.41667,10.5,16,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312437,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,45223,63.41667,10.5,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312438,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312439,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,45727,63.41667,10.5,2,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312440,475,NA,NA,1962,"63.25_10.3_1962_195-385m",NA,45921,63.41667,10.5,8,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312446,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,3770,63.41667,10.5,6,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312447,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,3799,63.41667,10.5,3,0,"Certhia","familiaris","Certhia familiaris","Aves"
8312448,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,3929,63.41667,10.5,16,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312449,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,3959,63.41667,10.5,18,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312450,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,3967,63.41667,10.5,1,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312451,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312452,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4254,63.41667,10.5,14,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312453,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4255,63.41667,10.5,7,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312454,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4310,63.41667,10.5,9,0,"Prunella","modularis","Prunella modularis","Aves"
8312455,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4364,63.41667,10.5,4,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312456,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4370,63.41667,10.5,7,0,"Regulus","regulus","Regulus regulus","Aves"
8312457,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4517,63.41667,10.5,3,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312458,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4519,63.41667,10.5,11,0,"Turdus","merula","Turdus merula","Aves"
8312459,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,4521,63.41667,10.5,16,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312460,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,45223,63.41667,10.5,9,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312461,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312462,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,45727,63.41667,10.5,3,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312463,475,NA,NA,1963,"63.25_10.3_1963_195-385m",NA,45921,63.41667,10.5,9,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312469,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,3770,63.41667,10.5,6,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312470,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,3929,63.41667,10.5,20,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312471,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,3959,63.41667,10.5,16,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312472,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312473,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4254,63.41667,10.5,19,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312474,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4255,63.41667,10.5,10,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312476,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4310,63.41667,10.5,10,0,"Prunella","modularis","Prunella modularis","Aves"
8312477,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4364,63.41667,10.5,4,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312478,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4370,63.41667,10.5,3,0,"Regulus","regulus","Regulus regulus","Aves"
8312479,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4517,63.41667,10.5,2,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312480,475,NA,NA,1964,"63.25_10.3_1964_195-385m",NA,4519,63.41667,10.5,8,0,"Turdus","merula","Turdus merula","Aves"
8312481,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,3626,63.41667,10.5,1,0,"Aegithalos","caudatus","Aegithalos caudatus","Aves"
8312482,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,3770,63.41667,10.5,5,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312483,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,3799,63.41667,10.5,3,0,"Certhia","familiaris","Certhia familiaris","Aves"
8312484,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,3929,63.41667,10.5,19,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312485,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,3959,63.41667,10.5,20,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312486,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,3967,63.41667,10.5,2,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312487,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4125,63.41667,10.5,2,0,"Muscicapa","striata","Muscicapa striata","Aves"
8312488,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312489,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4254,63.41667,10.5,15,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312490,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4255,63.41667,10.5,4,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312491,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4310,63.41667,10.5,9,0,"Prunella","modularis","Prunella modularis","Aves"
8312492,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4364,63.41667,10.5,4,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312493,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4370,63.41667,10.5,12,0,"Regulus","regulus","Regulus regulus","Aves"
8312494,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4476,63.41667,10.5,2,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
8312496,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4517,63.41667,10.5,4,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312497,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4519,63.41667,10.5,6,0,"Turdus","merula","Turdus merula","Aves"
8312498,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,4521,63.41667,10.5,28,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312499,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,45223,63.41667,10.5,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312501,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,4364,63.41667,10.5,4,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312502,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,4370,63.41667,10.5,6,0,"Regulus","regulus","Regulus regulus","Aves"
8312503,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,4517,63.41667,10.5,4,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312504,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,4519,63.41667,10.5,9,0,"Turdus","merula","Turdus merula","Aves"
8312505,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,4521,63.41667,10.5,16,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312506,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,45223,63.41667,10.5,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312508,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,45507,63.41667,10.5,2,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312509,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,45727,63.41667,10.5,4,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312510,475,NA,NA,1965,"63.25_10.3_1965_195-385m",NA,45921,63.41667,10.5,9,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312517,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,3770,63.41667,10.5,2,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312518,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,3929,63.41667,10.5,24,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312519,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,3959,63.41667,10.5,20,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312520,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,3967,63.41667,10.5,1,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312521,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312522,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4254,63.41667,10.5,18,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312523,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4255,63.41667,10.5,5,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312524,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4310,63.41667,10.5,12,0,"Prunella","modularis","Prunella modularis","Aves"
8312525,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4364,63.41667,10.5,5,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312526,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4370,63.41667,10.5,4,0,"Regulus","regulus","Regulus regulus","Aves"
8312527,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4517,63.41667,10.5,3,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312528,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4519,63.41667,10.5,8,0,"Turdus","merula","Turdus merula","Aves"
8312529,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,4521,63.41667,10.5,18,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312530,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,45223,63.41667,10.5,6,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312532,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312533,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,45727,63.41667,10.5,4,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312535,475,NA,NA,1966,"63.25_10.3_1966_195-385m",NA,45921,63.41667,10.5,8,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312542,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,3770,63.41667,10.5,7,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312543,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,3799,63.41667,10.5,1,0,"Certhia","familiaris","Certhia familiaris","Aves"
8312544,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,3929,63.41667,10.5,19,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312545,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,3959,63.41667,10.5,20,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312546,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,3967,63.41667,10.5,1,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312547,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312548,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4254,63.41667,10.5,19,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312549,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4255,63.41667,10.5,1,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312550,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4310,63.41667,10.5,10,0,"Prunella","modularis","Prunella modularis","Aves"
8312551,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4364,63.41667,10.5,3,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312552,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4370,63.41667,10.5,8,0,"Regulus","regulus","Regulus regulus","Aves"
8312553,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4476,63.41667,10.5,1,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
8312554,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4477,63.41667,10.5,1,0,"Sylvia","borin","Sylvia borin","Aves"
8312556,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4517,63.41667,10.5,2,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312557,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4519,63.41667,10.5,7,0,"Turdus","merula","Turdus merula","Aves"
8312558,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,4521,63.41667,10.5,22,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312559,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,45223,63.41667,10.5,5,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312561,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312562,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,45727,63.41667,10.5,3,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312564,475,NA,NA,1967,"63.25_10.3_1967_195-385m",NA,45921,63.41667,10.5,9,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312572,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,3626,63.41667,10.5,1,0,"Aegithalos","caudatus","Aegithalos caudatus","Aves"
8312573,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,3770,63.41667,10.5,4,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312574,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,3799,63.41667,10.5,1,0,"Certhia","familiaris","Certhia familiaris","Aves"
8312575,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,3929,63.41667,10.5,15,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312576,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,3959,63.41667,10.5,16,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312577,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,3967,63.41667,10.5,2,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312578,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4190,63.41667,10.5,1,0,"Parus","major","Parus major","Aves"
8312579,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4254,63.41667,10.5,14,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312580,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4255,63.41667,10.5,7,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
8312581,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4310,63.41667,10.5,11,0,"Prunella","modularis","Prunella modularis","Aves"
8312582,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4364,63.41667,10.5,3,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312583,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4370,63.41667,10.5,7,0,"Regulus","regulus","Regulus regulus","Aves"
8312584,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4476,63.41667,10.5,1,0,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
8312585,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4477,63.41667,10.5,1,0,"Sylvia","borin","Sylvia borin","Aves"
8312586,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4517,63.41667,10.5,4,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312587,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4519,63.41667,10.5,4,0,"Turdus","merula","Turdus merula","Aves"
8312588,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,4521,63.41667,10.5,22,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312589,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,45223,63.41667,10.5,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312591,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,45507,63.41667,10.5,2,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312592,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,45727,63.41667,10.5,3,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312594,475,NA,NA,1968,"63.25_10.3_1968_195-385m",NA,45921,63.41667,10.5,10,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312602,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4310,63.41667,10.5,12,0,"Prunella","modularis","Prunella modularis","Aves"
8312603,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4364,63.41667,10.5,3,0,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
8312604,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4370,63.41667,10.5,5,0,"Regulus","regulus","Regulus regulus","Aves"
8312605,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4517,63.41667,10.5,3,0,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
8312606,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4519,63.41667,10.5,6,0,"Turdus","merula","Turdus merula","Aves"
8312607,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4521,63.41667,10.5,24,0,"Turdus","philomelos","Turdus philomelos","Aves"
8312608,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,45223,63.41667,10.5,7,0,"Anthus","trivialis","Anthus trivialis","Aves"
8312610,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312611,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,45727,63.41667,10.5,3,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312612,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,45921,63.41667,10.5,10,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312620,475,NA,NA,1971,"63.25_10.3_1971_195-385m",NA,3765,63.41667,10.5,1,0,"Carduelis","chloris","Carduelis chloris","Aves"
8312621,475,NA,NA,1971,"63.25_10.3_1971_195-385m",NA,3770,63.41667,10.5,8,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312622,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,45507,63.41667,10.5,1,0,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
8312623,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,45727,63.41667,10.5,3,0,"Phoenicurus","phoenicurus","Phoenicurus phoenicurus","Aves"
8312624,475,NA,NA,1969,"63.25_10.3_1969_195-385m",NA,45921,63.41667,10.5,12,0,"Turdus","iliacus","Turdus iliacus","Aves"
8312632,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,3765,63.41667,10.5,1,0,"Carduelis","chloris","Carduelis chloris","Aves"
8312633,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,3770,63.41667,10.5,6,0,"Carduelis","spinus","Carduelis spinus","Aves"
8312634,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,3799,63.41667,10.5,1,0,"Certhia","familiaris","Certhia familiaris","Aves"
8312635,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,3929,63.41667,10.5,20,0,"Erithacus","rubecula","Erithacus rubecula","Aves"
8312636,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,3959,63.41667,10.5,20,0,"Fringilla","coelebs","Fringilla coelebs","Aves"
8312637,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,3967,63.41667,10.5,1,0,"Garrulus","glandarius","Garrulus glandarius","Aves"
8312638,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4190,63.41667,10.5,3,0,"Parus","major","Parus major","Aves"
8312639,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4254,63.41667,10.5,15,0,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
8312640,475,NA,NA,1970,"63.25_10.3_1970_195-385m",NA,4255,63.41667,10.5,4,0,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
28591000,459,NA,NA,2012,"49.052167753836_13.3409766974414_FAE_56_2012","FAE_56",45223,49.05217,13.34098,1,NA,"Anthus","trivialis","Anthus trivialis","Aves"
28601000,459,NA,NA,2014,"49.052167753836_13.3409766974414_FAE_56_2014","FAE_56",45223,49.05217,13.34098,2,NA,"Anthus","trivialis","Anthus trivialis","Aves"
28611000,459,NA,NA,2012,"49.0530443649257_13.3406718827821_FAE_55_2012","FAE_55",45223,49.05304,13.34067,1,NA,"Anthus","trivialis","Anthus trivialis","Aves"
28621000,459,NA,NA,2014,"49.0530443649257_13.3406718827821_FAE_55_2014","FAE_55",45223,49.05304,13.34067,2,NA,"Anthus","trivialis","Anthus trivialis","Aves"
28631000,459,NA,NA,2010,"49.0539208852695_13.3403670552802_FAE_54_2010","FAE_54",45223,49.05392,13.34037,3,NA,"Anthus","trivialis","Anthus trivialis","Aves"
28641000,459,NA,NA,2012,"49.0539208852695_13.3403670552802_FAE_54_2012","FAE_54",45223,49.05392,13.34037,1,NA,"Anthus","trivialis","Anthus trivialis","Aves"
28651000,459,NA,NA,2014,"49.0539208852695_13.3403670552802_FAE_54_2014","FAE_54",45223,49.05392,13.34037,1,NA,"Anthus","trivialis","Anthus trivialis","Aves"
